user,project,event_type,timestamp,date
user_1,projekt_8,stop,31-01-2025 22:47:00,31-01-2025
user_1,projekt_5,start,01-02-2025 21:02:00,01-02-2025
user_1,projekt_5,stop,01-02-2025 22:02:00,01-02-2025
user_1,projekt_9,start,02-02-2025 20:52:00,02-02-2025
user_1,projekt_9,stop,02-02-2025 21:37:00,02-02-2025
user_2,projekt_1,start,26-01-2025 19:09:00,26-01-2025
user_2,projekt_1,stop,26-01-2025 20:23:00,26-01-2025
user_2,projekt_2,start,27-01-2025 20:29:00,27-01-2025
user_2,projekt_2,stop,27-01-2025 21:10:00,27-01-2025
user_2,projekt_9,start,28-01-2025 19:30:00,28-01-2025
user_2,projekt_9,stop,28-01-2025 22:37:00,28-01-2025
user_2,projekt_3,start,29-01-2025 19:56:00,29-01-2025
user_2,projekt_3,stop,29-01-2025 22:01:00,29-01-2025
user_2,projekt_8,start,30-01-2025 19:58:00,30-01-2025
user_2,projekt_8,stop,30-01-2025 21:35:00,30-01-2025
user_2,projekt_6,start,31-01-2025 21:48:00,31-01-2025
user_2,projekt_6,stop,31-01-2025 22:31:00,31-01-2025
user_2,projekt_10,start,01-02-2025 21:23:00,01-02-2025
user_2,projekt_10,stop,01-02-2025 22:00:00,01-02-2025
user_2,projekt_6,start,02-02-2025 21:48:00,02-02-2025
user_2,projekt_6,stop,02-02-2025 22:36:00,02-02-2025
user_2,projekt_4,start,03-02-2025 21:34:00,03-02-2025
user_2,projekt_4,stop,03-02-2025 22:36:00,03-02-2025
user_2,projekt_2,start,25-01-2025 20:44:00,25-01-2025
user_2,projekt_2,stop,25-01-2025 21:59:00,25-01-2025
user_2,projekt_7,start,26-01-2025 19:46:00,26-01-2025
user_2,projekt_7,stop,26-01-2025 22:23:00,26-01-2025
user_2,projekt_8,start,27-01-2025 22:07:00,27-01-2025
user_2,projekt_8,stop,27-01-2025 22:41:00,27-01-2025
user_2,projekt_7,start,28-01-2025 20:51:00,28-01-2025
user_2,projekt_7,stop,28-01-2025 22:50:00,28-01-2025
user_2,projekt_4,start,29-01-2025 20:54:00,29-01-2025
user_2,projekt_4,stop,29-01-2025 21:46:00,29-01-2025
user_2,projekt_7,start,30-01-2025 20:50:00,30-01-2025
user_2,projekt_7,stop,30-01-2025 22:43:00,30-01-2025
user_2,projekt_7,start,31-01-2025 21:35:00,31-01-2025
user_2,projekt_7,stop,31-01-2025 22:51:00,31-01-2025
user_2,projekt_9,start,01-02-2025 21:59:00,01-02-2025
user_2,projekt_9,stop,01-02-2025 22:25:00,01-02-2025
user_2,projekt_7,start,02-02-2025 19:30:00,02-02-2025
user_2,projekt_7,stop,02-02-2025 22:03:00,02-02-2025
user_3,projekt_4,start,26-01-2025 20:20:00,26-01-2025
user_3,projekt_4,stop,26-01-2025 21:56:00,26-01-2025
user_3,projekt_8,start,27-01-2025 22:32:00,27-01-2025
user_3,projekt_8,stop,27-01-2025 22:57:00,27-01-2025
user_3,projekt_3,start,28-01-2025 21:29:00,28-01-2025
user_3,projekt_3,stop,28-01-2025 22:44:00,28-01-2025
user_3,projekt_2,start,29-01-2025 21:28:00,29-01-2025
user_3,projekt_2,stop,29-01-2025 22:07:00,29-01-2025
user_3,projekt_5,start,30-01-2025 20:18:00,30-01-2025
user_3,projekt_5,stop,30-01-2025 20:55:00,30-01-2025
user_3,projekt_9,start,31-01-2025 19:14:00,31-01-2025
user_3,projekt_9,stop,31-01-2025 19:56:00,31-01-2025
user_3,projekt_10,start,01-02-2025 20:57:00,01-02-2025
user_3,projekt_10,stop,01-02-2025 21:57:00,01-02-2025
user_3,projekt_4,start,02-02-2025 19:22:00,02-02-2025
user_3,projekt_4,stop,02-02-2025 21:32:00,02-02-2025
user_3,projekt_10,start,03-02-2025 20:45:00,03-02-2025
user_3,projekt_10,stop,03-02-2025 21:18:00,03-02-2025
user_3,projekt_2,start,25-01-2025 19:51:00,25-01-2025
user_3,projekt_2,stop,25-01-2025 21:30:00,25-01-2025
user_3,projekt_1,start,26-01-2025 21:57:00,26-01-2025
user_3,projekt_1,stop,26-01-2025 22:59:00,26-01-2025
user_3,projekt_1,start,27-01-2025 20:35:00,27-01-2025
user_3,projekt_1,stop,27-01-2025 21:51:00,27-01-2025
user_3,projekt_5,start,28-01-2025 20:15:00,28-01-2025
user_3,projekt_5,stop,28-01-2025 20:43:00,28-01-2025
user_3,projekt_6,start,29-01-2025 20:40:00,29-01-2025
user_3,projekt_6,stop,29-01-2025 22:29:00,29-01-2025
user_3,projekt_8,start,30-01-2025 22:30:00,30-01-2025
user_3,projekt_8,stop,30-01-2025 22:53:00,30-01-2025
user_3,projekt_4,start,31-01-2025 20:11:00,31-01-2025
user_3,projekt_4,stop,31-01-2025 22:19:00,31-01-2025
user_3,projekt_4,start,01-02-2025 20:34:00,01-02-2025
user_3,projekt_4,stop,01-02-2025 22:21:00,01-02-2025
user_3,projekt_10,start,02-02-2025 21:22:00,02-02-2025
user_3,projekt_10,stop,02-02-2025 22:37:00,02-02-2025
user_4,projekt_5,start,26-01-2025 22:20:00,26-01-2025
user_4,projekt_5,stop,26-01-2025 22:54:00,26-01-2025
user_4,projekt_9,start,27-01-2025 21:29:00,27-01-2025
user_4,projekt_9,stop,27-01-2025 22:08:00,27-01-2025
user_4,projekt_7,start,28-01-2025 19:00:00,28-01-2025
user_4,projekt_7,stop,28-01-2025 22:36:00,28-01-2025
user_4,projekt_10,start,29-01-2025 20:47:00,29-01-2025
user_4,projekt_10,stop,29-01-2025 22:30:00,29-01-2025
user_4,projekt_7,start,30-01-2025 20:38:00,30-01-2025
user_4,projekt_7,stop,30-01-2025 21:19:00,30-01-2025
user_4,projekt_6,start,31-01-2025 21:59:00,31-01-2025
user_4,projekt_6,stop,31-01-2025 22:53:00,31-01-2025
user_4,projekt_6,start,01-02-2025 19:12:00,01-02-2025
user_4,projekt_6,stop,01-02-2025 22:07:00,01-02-2025
user_4,projekt_8,start,02-02-2025 21:38:00,02-02-2025
user_4,projekt_8,stop,02-02-2025 22:21:00,02-02-2025
user_4,projekt_1,start,03-02-2025 21:12:00,03-02-2025
user_4,projekt_1,stop,03-02-2025 22:11:00,03-02-2025
user_4,projekt_9,start,25-01-2025 19:33:00,25-01-2025
user_4,projekt_9,stop,25-01-2025 21:47:00,25-01-2025
user_4,projekt_10,start,26-01-2025 21:29:00,26-01-2025
user_4,projekt_10,stop,26-01-2025 22:40:00,26-01-2025
user_4,projekt_3,start,27-01-2025 20:31:00,27-01-2025
user_4,projekt_3,stop,27-01-2025 21:19:00,27-01-2025
user_4,projekt_7,start,28-01-2025 19:46:00,28-01-2025
user_4,projekt_7,stop,28-01-2025 20:29:00,28-01-2025
user_4,projekt_4,start,29-01-2025 22:31:00,29-01-2025
user_4,projekt_4,stop,29-01-2025 22:55:00,29-01-2025
user_4,projekt_9,start,30-01-2025 21:37:00,30-01-2025
user_4,projekt_9,stop,30-01-2025 22:03:00,30-01-2025
user_4,projekt_1,start,31-01-2025 20:06:00,31-01-2025
user_4,projekt_1,stop,31-01-2025 22:55:00,31-01-2025
user_4,projekt_1,start,01-02-2025 22:22:00,01-02-2025
user_4,projekt_1,stop,01-02-2025 22:56:00,01-02-2025
user_4,projekt_4,start,02-02-2025 22:25:00,02-02-2025
user_4,projekt_4,stop,02-02-2025 22:58:00,02-02-2025
user_5,projekt_7,start,26-01-2025 22:32:00,26-01-2025
user_5,projekt_7,stop,26-01-2025 22:59:00,26-01-2025
user_5,projekt_2,start,27-01-2025 20:15:00,27-01-2025
user_5,projekt_2,stop,27-01-2025 21:18:00,27-01-2025
user_5,projekt_9,start,28-01-2025 19:33:00,28-01-2025
user_5,projekt_9,stop,28-01-2025 22:57:00,28-01-2025
user_5,projekt_7,start,29-01-2025 19:41:00,29-01-2025
user_5,projekt_7,stop,29-01-2025 20:18:00,29-01-2025
user_5,projekt_5,start,30-01-2025 19:42:00,30-01-2025
user_5,projekt_5,stop,30-01-2025 22:59:00,30-01-2025
user_5,projekt_2,start,31-01-2025 19:42:00,31-01-2025
user_5,projekt_2,stop,31-01-2025 22:35:00,31-01-2025
user_5,projekt_6,start,01-02-2025 21:47:00,01-02-2025
user_5,projekt_6,stop,01-02-2025 22:10:00,01-02-2025
user_5,projekt_8,start,02-02-2025 19:35:00,02-02-2025
user_5,projekt_8,stop,02-02-2025 22:30:00,02-02-2025
user_5,projekt_3,start,03-02-2025 20:06:00,03-02-2025
user_5,projekt_3,stop,03-02-2025 22:12:00,03-02-2025
user_5,projekt_3,start,25-01-2025 21:22:00,25-01-2025
user_5,projekt_3,stop,25-01-2025 22:39:00,25-01-2025
user_5,projekt_9,start,26-01-2025 21:24:00,26-01-2025
user_5,projekt_9,stop,26-01-2025 22:37:00,26-01-2025
user_5,projekt_2,start,27-01-2025 19:18:00,27-01-2025
user_5,projekt_2,stop,27-01-2025 20:27:00,27-01-2025
user_5,projekt_10,start,28-01-2025 19:56:00,28-01-2025
user_5,projekt_10,stop,28-01-2025 22:24:00,28-01-2025
user_5,projekt_7,start,29-01-2025 19:53:00,29-01-2025
user_5,projekt_7,stop,29-01-2025 22:18:00,29-01-2025
user_5,projekt_5,start,30-01-2025 21:38:00,30-01-2025
user_5,projekt_5,stop,30-01-2025 22:38:00,30-01-2025
user_5,projekt_4,start,31-01-2025 21:13:00,31-01-2025
user_5,projekt_4,stop,31-01-2025 22:52:00,31-01-2025
user_5,projekt_7,start,01-02-2025 20:13:00,01-02-2025
user_5,projekt_7,stop,01-02-2025 22:42:00,01-02-2025
user_5,projekt_1,start,02-02-2025 20:38:00,02-02-2025
user_5,projekt_1,stop,02-02-2025 22:24:00,02-02-2025
user_6,projekt_1,start,26-01-2025 20:41:00,26-01-2025
user_6,projekt_1,stop,26-01-2025 21:31:00,26-01-2025
user_6,projekt_8,start,27-01-2025 19:21:00,27-01-2025
user_6,projekt_8,stop,27-01-2025 20:10:00,27-01-2025
user_6,projekt_3,start,28-01-2025 20:43:00,28-01-2025
user_6,projekt_3,stop,28-01-2025 22:37:00,28-01-2025
user_6,projekt_4,start,29-01-2025 19:12:00,29-01-2025
user_6,projekt_4,stop,29-01-2025 21:35:00,29-01-2025
user_6,projekt_8,start,30-01-2025 22:20:00,30-01-2025
user_6,projekt_8,stop,30-01-2025 22:46:00,30-01-2025
user_6,projekt_8,start,31-01-2025 21:50:00,31-01-2025
user_6,projekt_8,stop,31-01-2025 22:23:00,31-01-2025
user_6,projekt_8,start,01-02-2025 22:35:00,01-02-2025
user_6,projekt_8,stop,01-02-2025 22:58:00,01-02-2025
user_6,projekt_7,start,02-02-2025 19:09:00,02-02-2025
user_6,projekt_7,stop,02-02-2025 22:10:00,02-02-2025
user_6,projekt_5,start,03-02-2025 22:23:00,03-02-2025
user_6,projekt_5,stop,03-02-2025 22:46:00,03-02-2025
user_6,projekt_4,start,25-01-2025 21:51:00,25-01-2025
user_6,projekt_4,stop,25-01-2025 22:17:00,25-01-2025
user_6,projekt_9,start,26-01-2025 21:25:00,26-01-2025
user_6,projekt_9,stop,26-01-2025 22:59:00,26-01-2025
user_6,projekt_9,start,27-01-2025 19:50:00,27-01-2025
user_6,projekt_9,stop,27-01-2025 21:20:00,27-01-2025
user_6,projekt_10,start,28-01-2025 21:28:00,28-01-2025
user_6,projekt_10,stop,28-01-2025 21:54:00,28-01-2025
user_6,projekt_4,start,29-01-2025 19:48:00,29-01-2025
user_6,projekt_4,stop,29-01-2025 20:50:00,29-01-2025
user_6,projekt_7,start,30-01-2025 19:52:00,30-01-2025
user_6,projekt_7,stop,30-01-2025 22:54:00,30-01-2025
user_6,projekt_1,start,31-01-2025 21:59:00,31-01-2025
user_6,projekt_1,stop,31-01-2025 22:53:00,31-01-2025
user_6,projekt_7,start,01-02-2025 22:11:00,01-02-2025
user_6,projekt_7,stop,01-02-2025 22:57:00,01-02-2025
user_6,projekt_9,start,02-02-2025 20:16:00,02-02-2025
user_6,projekt_9,stop,02-02-2025 22:56:00,02-02-2025
user_7,projekt_10,start,26-01-2025 20:07:00,26-01-2025
user_7,projekt_10,stop,26-01-2025 21:21:00,26-01-2025
user_7,projekt_9,start,27-01-2025 21:01:00,27-01-2025
user_7,projekt_9,stop,27-01-2025 22:11:00,27-01-2025
user_7,projekt_6,start,28-01-2025 21:34:00,28-01-2025
user_7,projekt_6,stop,28-01-2025 22:33:00,28-01-2025
user_7,projekt_9,start,29-01-2025 21:32:00,29-01-2025
user_7,projekt_9,stop,29-01-2025 22:46:00,29-01-2025
user_7,projekt_5,start,30-01-2025 22:04:00,30-01-2025
user_7,projekt_5,stop,30-01-2025 22:52:00,30-01-2025
user_7,projekt_8,start,31-01-2025 21:28:00,31-01-2025
user_7,projekt_8,stop,31-01-2025 22:49:00,31-01-2025
user_7,projekt_8,start,01-02-2025 21:43:00,01-02-2025
user_7,projekt_8,stop,01-02-2025 22:07:00,01-02-2025
user_7,projekt_5,start,02-02-2025 22:23:00,02-02-2025
user_7,projekt_5,stop,02-02-2025 22:51:00,02-02-2025
user_7,projekt_2,start,03-02-2025 22:27:00,03-02-2025
user_7,projekt_2,stop,03-02-2025 22:57:00,03-02-2025
user_7,projekt_8,start,25-01-2025 19:55:00,25-01-2025
user_7,projekt_8,stop,25-01-2025 22:16:00,25-01-2025
user_7,projekt_7,start,26-01-2025 19:57:00,26-01-2025
user_7,projekt_7,stop,26-01-2025 21:56:00,26-01-2025
user_7,projekt_10,start,27-01-2025 19:53:00,27-01-2025
user_7,projekt_10,stop,27-01-2025 20:55:00,27-01-2025
user_7,projekt_9,start,28-01-2025 19:15:00,28-01-2025
user_7,projekt_9,stop,28-01-2025 20:56:00,28-01-2025
user_7,projekt_5,start,29-01-2025 22:07:00,29-01-2025
user_7,projekt_5,stop,29-01-2025 22:49:00,29-01-2025
user_7,projekt_7,start,30-01-2025 19:38:00,30-01-2025
user_7,projekt_7,stop,30-01-2025 20:57:00,30-01-2025
user_7,projekt_7,start,31-01-2025 22:03:00,31-01-2025
user_7,projekt_7,stop,31-01-2025 22:47:00,31-01-2025
user_7,projekt_8,start,01-02-2025 20:43:00,01-02-2025
user_7,projekt_8,stop,01-02-2025 21:51:00,01-02-2025
user_7,projekt_9,start,02-02-2025 21:07:00,02-02-2025
user_7,projekt_9,stop,02-02-2025 22:08:00,02-02-2025
user_8,projekt_2,start,26-01-2025 21:56:00,26-01-2025
user_8,projekt_2,stop,26-01-2025 22:29:00,26-01-2025
user_8,projekt_7,start,27-01-2025 19:48:00,27-01-2025
user_8,projekt_7,stop,27-01-2025 21:17:00,27-01-2025
user_8,projekt_10,start,28-01-2025 22:02:00,28-01-2025
user_8,projekt_10,stop,28-01-2025 22:51:00,28-01-2025
user_8,projekt_10,start,29-01-2025 21:38:00,29-01-2025
user_8,projekt_10,stop,29-01-2025 22:45:00,29-01-2025
user_8,projekt_8,start,30-01-2025 22:11:00,30-01-2025
user_8,projekt_8,stop,30-01-2025 22:42:00,30-01-2025
user_8,projekt_5,start,31-01-2025 21:43:00,31-01-2025
user_8,projekt_5,stop,31-01-2025 22:58:00,31-01-2025
user_8,projekt_1,start,01-02-2025 20:51:00,01-02-2025
user_8,projekt_1,stop,01-02-2025 22:53:00,01-02-2025
user_8,projekt_4,start,02-02-2025 22:12:00,02-02-2025
user_8,projekt_4,stop,02-02-2025 22:43:00,02-02-2025
user_8,projekt_7,start,03-02-2025 20:57:00,03-02-2025
user_8,projekt_7,stop,03-02-2025 22:09:00,03-02-2025
user_8,projekt_8,start,25-01-2025 19:53:00,25-01-2025
user_8,projekt_8,stop,25-01-2025 22:53:00,25-01-2025
user_8,projekt_1,start,26-01-2025 19:10:00,26-01-2025
user_8,projekt_1,stop,26-01-2025 20:30:00,26-01-2025
user_8,projekt_9,start,27-01-2025 21:58:00,27-01-2025
user_8,projekt_9,stop,27-01-2025 22:59:00,27-01-2025
user_8,projekt_4,start,28-01-2025 21:51:00,28-01-2025
user_8,projekt_4,stop,28-01-2025 22:58:00,28-01-2025
user_8,projekt_1,start,29-01-2025 20:09:00,29-01-2025
user_8,projekt_1,stop,29-01-2025 22:30:00,29-01-2025
user_8,projekt_9,start,30-01-2025 20:13:00,30-01-2025
user_8,projekt_9,stop,30-01-2025 22:07:00,30-01-2025
user_8,projekt_1,start,31-01-2025 21:55:00,31-01-2025
user_8,projekt_1,stop,31-01-2025 22:58:00,31-01-2025
user_8,projekt_10,start,01-02-2025 22:21:00,01-02-2025
user_8,projekt_10,stop,01-02-2025 22:58:00,01-02-2025
user_8,projekt_4,start,02-02-2025 19:48:00,02-02-2025
user_8,projekt_4,stop,02-02-2025 22:07:00,02-02-2025
